Price,Close,High,Low,Open,Volume
Ticker,CS.PA,CS.PA,CS.PA,CS.PA,CS.PA
date,,,,,
2025-06-16,42.0,42.060001373291016,41.52000045776367,41.599998474121094,4013288
2025-06-17,41.630001068115234,41.779998779296875,41.38999938964844,41.63999938964844,3133348
2025-06-18,41.7599983215332,42.130001068115234,41.689998626708984,41.81999969482422,4049712
2025-06-19,41.58000183105469,41.83000183105469,41.5099983215332,41.560001373291016,3588136
2025-06-20,42.599998474121094,42.880001068115234,41.77000045776367,41.81999969482422,14426469
2025-06-23,41.72999954223633,42.54999923706055,41.72999954223633,42.16999816894531,3791649
2025-06-24,41.880001068115234,42.869998931884766,41.880001068115234,42.58000183105469,4491035
2025-06-25,41.7599983215332,42.16999816894531,41.7599983215332,42.0099983215332,3614956
2025-06-26,41.59000015258789,42.0,41.58000183105469,42.0,3156256
2025-06-27,41.959999084472656,41.97999954223633,41.58000183105469,41.849998474121094,3597918
2025-06-30,41.66999816894531,42.15999984741211,41.40999984741211,42.11000061035156,3922881
2025-07-01,41.060001373291016,41.90999984741211,41.060001373291016,41.869998931884766,3417371
2025-07-02,40.63999938964844,41.599998474121094,40.619998931884766,41.439998626708984,4796809
2025-07-03,41.400001525878906,41.400001525878906,40.7599983215332,40.84000015258789,3463535
2025-07-04,41.0,41.380001068115234,40.93000030517578,41.13999938964844,2069327
2025-07-07,41.529998779296875,41.529998779296875,41.029998779296875,41.06999969482422,2894674
2025-07-08,41.45000076293945,41.650001525878906,41.27000045776367,41.470001220703125,3372055
2025-07-09,42.04999923706055,42.09000015258789,41.630001068115234,41.7599983215332,3182937
2025-07-10,41.63999938964844,42.189998626708984,41.630001068115234,42.15999984741211,2330381
2025-07-11,41.689998626708984,41.72999954223633,41.38999938964844,41.43000030517578,2899928
2025-07-14,41.77000045776367,41.79999923706055,41.400001525878906,41.40999984741211,1554459
2025-07-15,41.41999816894531,42.16999816894531,41.41999816894531,42.119998931884766,2663833
2025-07-16,41.34000015258789,41.599998474121094,41.189998626708984,41.40999984741211,3700202
2025-07-17,41.59000015258789,41.61000061035156,41.220001220703125,41.4900016784668,2560801
2025-07-18,41.88999938964844,41.970001220703125,41.61000061035156,41.93000030517578,2346685
2025-07-21,42.0,42.0,41.65999984741211,41.88999938964844,1845916
2025-07-22,41.5099983215332,41.939998626708984,41.38999938964844,41.83000183105469,1929427
2025-07-23,41.9900016784668,42.2599983215332,41.86000061035156,41.9900016784668,4136159
2025-07-24,42.20000076293945,42.619998931884766,41.83000183105469,42.5099983215332,2996314
2025-07-25,42.27000045776367,42.40999984741211,41.900001525878906,42.2400016784668,3608108
2025-07-28,42.150001525878906,42.84000015258789,42.0,42.63999938964844,2564753
2025-07-29,42.459999084472656,42.689998626708984,42.18000030517578,42.290000915527344,2567240
2025-07-30,42.61000061035156,42.75,42.22999954223633,42.290000915527344,2516899
2025-07-31,42.68000030517578,43.02000045776367,42.56999969482422,42.88999938964844,4603877
2025-08-01,39.33000183105469,41.09000015258789,39.15999984741211,40.900001525878906,9196110
2025-08-04,39.97999954223633,40.5,39.619998931884766,39.869998931884766,5144434
2025-08-05,40.599998474121094,40.810001373291016,40.08000183105469,40.2400016784668,3869887
2025-08-06,40.7599983215332,40.93000030517578,40.599998474121094,40.720001220703125,2051039
2025-08-07,41.56999969482422,41.869998931884766,40.970001220703125,41.02000045776367,4154804
2025-08-08,41.38999938964844,41.56999969482422,41.099998474121094,41.38999938964844,2727218
2025-08-11,41.619998931884766,41.630001068115234,41.27000045776367,41.630001068115234,2117826
2025-08-12,42.119998931884766,42.310001373291016,41.689998626708984,41.83000183105469,3474470
2025-08-13,42.66999816894531,42.7599983215332,42.099998474121094,42.119998931884766,2933035
2025-08-14,42.88999938964844,42.95000076293945,42.66999816894531,42.77000045776367,2634884
2025-08-15,43.400001525878906,43.61000061035156,43.040000915527344,43.040000915527344,3794242
2025-08-18,42.779998779296875,43.27000045776367,42.650001525878906,43.20000076293945,2815282
2025-08-19,42.93000030517578,42.97999954223633,42.65999984741211,42.7400016784668,2456731
