date,ticker,Open,High,Low,Close,Volume
2025-04-08 00:00:00+02:00,DCAM.PA,4.313000202178955,4.432000160217285,4.296999931335449,4.354000091552734,1090488
2025-04-09 00:00:00+02:00,DCAM.PA,4.178999900817871,4.2129998207092285,4.072000026702881,4.15500020980835,1001477
2025-04-10 00:00:00+02:00,DCAM.PA,4.550000190734863,4.553999900817871,4.323999881744385,4.323999881744385,912833
2025-04-11 00:00:00+02:00,DCAM.PA,4.334000110626221,4.334000110626221,4.215000152587891,4.275000095367432,512658
2025-04-14 00:00:00+02:00,DCAM.PA,4.385000228881836,4.442999839782715,4.372000217437744,4.396999835968018,576941
2025-04-15 00:00:00+02:00,DCAM.PA,4.422999858856201,4.461999893188477,4.396999835968018,4.441999912261963,363073
2025-04-16 00:00:00+02:00,DCAM.PA,4.361999988555908,4.4070000648498535,4.335999965667725,4.382999897003174,514725
2025-04-17 00:00:00+02:00,DCAM.PA,4.367000102996826,4.375999927520752,4.315000057220459,4.3420000076293945,319208
2025-04-22 00:00:00+02:00,DCAM.PA,4.258999824523926,4.309999942779541,4.243000030517578,4.309000015258789,447061
2025-04-23 00:00:00+02:00,DCAM.PA,4.414000034332275,4.49399995803833,4.401999950408936,4.431000232696533,550738
2025-04-24 00:00:00+02:00,DCAM.PA,4.412000179290772,4.478000164031982,4.38100004196167,4.473999977111816,414480
2025-04-25 00:00:00+02:00,DCAM.PA,4.527999877929688,4.527999877929688,4.477000236511231,4.49399995803833,413825
2025-04-28 00:00:00+02:00,DCAM.PA,4.531000137329102,4.548999786376953,4.501999855041504,4.505000114440918,438354
2025-04-29 00:00:00+02:00,DCAM.PA,4.5320000648498535,4.544000148773193,4.501999855041504,4.5229997634887695,430093
2025-04-30 00:00:00+02:00,DCAM.PA,4.550000190734863,4.599999904632568,4.468999862670898,4.539999961853027,400029
2025-05-02 00:00:00+02:00,DCAM.PA,4.629000186920166,4.679999828338623,4.605999946594238,4.651999950408936,594886
2025-05-05 00:00:00+02:00,DCAM.PA,4.644999980926514,4.660999774932861,4.626999855041504,4.6579999923706055,421523
2025-05-06 00:00:00+02:00,DCAM.PA,4.64300012588501,4.64300012588501,4.5970001220703125,4.636000156402588,444724
2025-05-07 00:00:00+02:00,DCAM.PA,4.625999927520752,4.635000228881836,4.599999904632568,4.611000061035156,199892
2025-05-08 00:00:00+02:00,DCAM.PA,4.679999828338623,4.695000171661377,4.642000198364258,4.682000160217285,297550
2025-05-09 00:00:00+02:00,DCAM.PA,4.692999839782715,4.706999778747559,4.660999774932861,4.684000015258789,384455
2025-05-12 00:00:00+02:00,DCAM.PA,4.807000160217285,4.869999885559082,4.800000190734863,4.835999965667725,451940
2025-05-13 00:00:00+02:00,DCAM.PA,4.843999862670898,4.88100004196167,4.8379998207092285,4.870999813079834,379406
2025-05-14 00:00:00+02:00,DCAM.PA,4.86299991607666,4.869999885559082,4.827000141143799,4.855000019073486,286163
2025-05-15 00:00:00+02:00,DCAM.PA,4.840000152587891,4.874000072479248,4.823999881744385,4.873000144958496,165569
2025-05-16 00:00:00+02:00,DCAM.PA,4.880000114440918,4.910999774932861,4.875999927520752,4.910999774932861,279647
2025-05-19 00:00:00+02:00,DCAM.PA,4.863999843597412,4.882999897003174,4.824999809265137,4.881999969482422,377939
2025-05-20 00:00:00+02:00,DCAM.PA,4.886000156402588,4.908999919891357,4.875999927520752,4.894000053405762,241107
2025-05-21 00:00:00+02:00,DCAM.PA,4.849999904632568,4.859000205993652,4.815000057220459,4.855999946594238,208589
2025-05-22 00:00:00+02:00,DCAM.PA,4.815999984741211,4.827000141143799,4.77899980545044,4.820000171661377,247578
2025-05-23 00:00:00+02:00,DCAM.PA,4.813000202178955,4.815000057220459,4.723999977111816,4.767000198364258,288561
2025-05-26 00:00:00+02:00,DCAM.PA,4.804999828338623,4.818999767303467,4.802000045776367,4.811999797821045,268388
2025-05-27 00:00:00+02:00,DCAM.PA,4.821000099182129,4.848999977111816,4.808000087738037,4.848999977111816,165924
2025-05-28 00:00:00+02:00,DCAM.PA,4.86299991607666,4.875999927520752,4.840000152587891,4.855999946594238,201682
2025-05-29 00:00:00+02:00,DCAM.PA,4.914999961853027,4.927000045776367,4.826000213623047,4.829999923706055,324541
2025-05-30 00:00:00+02:00,DCAM.PA,4.8420000076293945,4.855000019073486,4.814000129699707,4.829999923706055,258133
2025-06-02 00:00:00+02:00,DCAM.PA,4.809999942779541,4.821000099182129,4.776999950408936,4.809999942779541,524271
2025-06-03 00:00:00+02:00,DCAM.PA,4.828999996185303,4.868000030517578,4.806000232696533,4.868000030517578,279459
2025-06-04 00:00:00+02:00,DCAM.PA,4.88100004196167,4.900000095367432,4.85699987411499,4.900000095367432,312291
2025-06-05 00:00:00+02:00,DCAM.PA,4.869999885559082,4.888999938964844,4.827000141143799,4.872000217437744,315134
2025-06-06 00:00:00+02:00,DCAM.PA,4.863999843597412,4.9079999923706055,4.854000091552734,4.889999866485596,206909
2025-06-09 00:00:00+02:00,DCAM.PA,4.888000011444092,4.901000022888184,4.879000186920166,4.889999866485596,332369
2025-06-10 00:00:00+02:00,DCAM.PA,4.8979997634887695,4.901000022888184,4.88100004196167,4.892000198364258,200482
2025-06-11 00:00:00+02:00,DCAM.PA,4.902999877929688,4.926000118255615,4.88700008392334,4.88700008392334,196489
2025-06-12 00:00:00+02:00,DCAM.PA,4.85699987411499,4.889999866485596,4.800000190734863,4.84499979019165,406292
2025-06-13 00:00:00+02:00,DCAM.PA,4.834000110626221,4.843999862670898,4.796000003814697,4.829999923706055,262806
2025-06-16 00:00:00+02:00,DCAM.PA,4.828000068664551,4.848999977111816,4.816999912261963,4.8420000076293945,198452
2025-06-17 00:00:00+02:00,DCAM.PA,4.827000141143799,4.843999862670898,4.809999942779541,4.835000038146973,546925
2025-06-18 00:00:00+02:00,DCAM.PA,4.836999893188477,4.849999904632568,4.823999881744385,4.834000110626221,124994
2025-06-19 00:00:00+02:00,DCAM.PA,4.828000068664551,4.828000068664551,4.789000034332275,4.796999931335449,165004
2025-06-20 00:00:00+02:00,DCAM.PA,4.808000087738037,4.835000038146973,4.795000076293945,4.802000045776367,157557
2025-06-23 00:00:00+02:00,DCAM.PA,4.794000148773193,4.823999881744385,4.789999961853027,4.800000190734863,217509
2025-06-24 00:00:00+02:00,DCAM.PA,4.85699987411499,4.85699987411499,4.831999778747559,4.8429999351501465,237996
2025-06-25 00:00:00+02:00,DCAM.PA,4.861000061035156,4.864999771118164,4.8379998207092285,4.8379998207092285,210582
2025-06-26 00:00:00+02:00,DCAM.PA,4.836999893188477,4.849999904632568,4.821000099182129,4.840000152587891,276057
2025-06-27 00:00:00+02:00,DCAM.PA,4.86299991607666,4.88100004196167,4.853000164031982,4.88100004196167,216269
2025-06-30 00:00:00+02:00,DCAM.PA,4.888000011444092,4.895999908447266,4.866000175476074,4.869999885559082,574441
2025-07-01 00:00:00+02:00,DCAM.PA,4.876999855041504,4.889999866485596,4.8420000076293945,4.86299991607666,393014
2025-07-02 00:00:00+02:00,DCAM.PA,4.885000228881836,4.885000228881836,4.860000133514404,4.869999885559082,245827
2025-07-03 00:00:00+02:00,DCAM.PA,4.882999897003174,4.923999786376953,4.875,4.921999931335449,469940
2025-07-04 00:00:00+02:00,DCAM.PA,4.900000095367432,4.900000095367432,4.879000186920166,4.889999866485596,241302
2025-07-07 00:00:00+02:00,DCAM.PA,4.900000095367432,4.922999858856201,4.894000053405762,4.90500020980835,356316
2025-07-08 00:00:00+02:00,DCAM.PA,4.8979997634887695,4.919000148773193,4.892000198364258,4.90500020980835,252871
2025-07-09 00:00:00+02:00,DCAM.PA,4.902999877929688,4.940000057220459,4.895999908447266,4.923999786376953,266056
