Price,Close,High,Low,Open,Volume
Ticker,ENGI.PA,ENGI.PA,ENGI.PA,ENGI.PA,ENGI.PA
date,,,,,
2025-06-16,19.78499984741211,20.030000686645508,19.7549991607666,19.809999465942383,7151978
2025-06-17,19.514999389648438,19.6200008392334,19.28499984741211,19.584999084472656,5955946
2025-06-18,19.649999618530273,19.739999771118164,19.55500030517578,19.635000228881836,4060377
2025-06-19,19.520000457763672,19.670000076293945,19.4950008392334,19.6200008392334,2708499
2025-06-20,19.549999237060547,19.579999923706055,19.440000534057617,19.549999237060547,8244183
2025-06-23,19.735000610351562,19.81999969482422,19.459999084472656,19.4950008392334,3273994
2025-06-24,19.704999923706055,19.844999313354492,19.239999771118164,19.2549991607666,4337999
2025-06-25,19.7450008392334,19.834999084472656,19.670000076293945,19.71500015258789,3634478
2025-06-26,19.81999969482422,19.940000534057617,19.780000686645508,19.78499984741211,3717650
2025-06-27,19.81999969482422,19.9950008392334,19.7450008392334,19.799999237060547,3852548
2025-06-30,19.924999237060547,20.0,19.764999389648438,20.0,4223284
2025-07-01,19.9950008392334,20.139999389648438,19.915000915527344,20.0,3422673
2025-07-02,19.940000534057617,20.100000381469727,19.860000610351562,19.9950008392334,3699934
2025-07-03,19.489999771118164,19.895000457763672,19.40999984741211,19.829999923706055,5134151
2025-07-04,19.834999084472656,19.854999542236328,19.469999313354492,19.575000762939453,4123409
2025-07-07,19.735000610351562,19.854999542236328,19.665000915527344,19.850000381469727,2465791
2025-07-08,19.65999984741211,19.889999389648438,19.575000762939453,19.799999237060547,4413969
2025-07-09,19.780000686645508,19.799999237060547,19.594999313354492,19.649999618530273,4338199
2025-07-10,19.475000381469727,19.889999389648438,19.469999313354492,19.829999923706055,3466388
2025-07-11,19.670000076293945,19.670000076293945,19.530000686645508,19.559999465942383,2631547
2025-07-14,19.725000381469727,19.78499984741211,19.635000228881836,19.760000228881836,4771781
2025-07-15,19.489999771118164,19.81999969482422,19.459999084472656,19.799999237060547,4035145
2025-07-16,19.389999389648438,19.579999923706055,19.3799991607666,19.559999465942383,2691544
2025-07-17,19.375,19.440000534057617,19.25,19.299999237060547,3015590
2025-07-18,19.475000381469727,19.530000686645508,19.360000610351562,19.399999618530273,2703335
2025-07-21,19.639999389648438,19.639999389648438,19.459999084472656,19.575000762939453,2633399
2025-07-22,20.020000457763672,20.020000457763672,19.655000686645508,19.75,3906635
2025-07-23,19.59000015258789,19.989999771118164,19.59000015258789,19.969999313354492,5116237
2025-07-24,19.645000457763672,19.709999084472656,19.489999771118164,19.489999771118164,3318930
2025-07-25,19.665000915527344,19.719999313354492,19.520000457763672,19.684999465942383,2320812
2025-07-28,19.600000381469727,19.69499969482422,19.559999465942383,19.649999618530273,2297637
2025-07-29,19.56999969482422,19.760000228881836,19.55500030517578,19.600000381469727,3481216
2025-07-30,19.655000686645508,19.670000076293945,19.514999389648438,19.584999084472656,3573247
2025-07-31,19.6200008392334,19.725000381469727,19.540000915527344,19.725000381469727,5205275
